ident,category,name,latitude_deg,longitude_deg,elevation_ft,continent,iso_country,iso_region,municipality,gps_code,iata_code,local_code
3MO1,heliport,Police Department Helicopter Maint Facility Heliport,39.04579926,-94.49749756,855,NA,US,US-MO,Kansas City,3MO1,,3MO1
3MO2,small_airport,Ultra Flight Airpark,38.6908989,-91.34100342,502,NA,US,US-MO,Berger,3MO2,,3MO2
3MO3,heliport,Research Medical Center Heliport,39.0080986,-94.55819702,947,NA,US,US-MO,Kansas City,3MO3,,3MO3
3MO4,small_airport,Penman Airport,36.45059967,-89.62809753,287,NA,US,US-MO,Portageville,3MO4,,3MO4
3MO5,small_airport,Nimsick Airport,37.12810135,-94.2161026,1095,NA,US,US-MO,Carthage,3MO5,,3MO5
3MO6,small_airport,Kitty Hawk Estates Airport,39.33560181,-94.4835968,1000,NA,US,US-MO,Kearney,3MO6,,3MO6
3MO7,small_airport,Fairbanks Airport,40.08330154,-94.61689758,1083,NA,US,US-MO,King City,3MO7,,3MO7
3MO8,small_airport,Fizzle Ridge Airport,40.0318985,-94.53769684,1096,NA,US,US-MO,King City,3MO8,,3MO8
3MO9,heliport,Quad State Helicopter Heliport,40.03329849,-94.53769684,1080,NA,US,US-MO,King City,3MO9,,3MO9
3MS0,heliport,Grand Gulf Heliport,32.01399994,-91.05210114,160,NA,US,US-MS,Port Gibson,3MS0,,3MS0
3MS1,small_airport,Thomas Field,34.80580139,-89.46089935,485,NA,US,US-MS,Holly Springs,3MS1,,3MS1
3MS2,small_airport,Thunderfoot Ranch Airport,31.07909966,-90.02839661,390,NA,US,US-MS,Tylertown,3MS2,,3MS2
3MS3,small_airport,Root Hog Airport,32.51589966,-90.35119629,220,NA,US,US-MS,Flora,3MS3,,3MS3
3MS4,heliport,Pascagoula Naval Station Heliport,30.33839989,-88.57360077,13,NA,US,US-MS,Pascagoula,3MS4,,3MS4
3MS5,small_airport,Mitchell's Airport,33.30179977,-89.81430054,323,NA,US,US-MS,Vaiden,3MS5,,3MS5
3MS6,small_airport,E E Lane Airport,32.5542984,-90.30290222,268,NA,US,US-MS,Flora,3MS6,,3MS6
3MS8,small_airport,Fairview Farms Airport,32.94219971,-88.3635025,170,NA,US,US-MS,Scooba,3MS8,,3MS8
3MS9,small_airport,Union Municipal Airport,32.58069992,-89.13619995,512,NA,US,US-MS,Union,3MS9,,3MS9
3MT3,small_airport,Three Cross Ranch Airport,46.125556,-109.365,3930,NA,US,US-MT,Ryegate,3MT3,,3MT3
3N5,small_airport,Newton Airport,41.02730179,-74.75849915,620,NA,US,US-NJ,Newton,3N5,,3N5
3N8,small_airport,Mahnomen County Airport,47.25999832,-95.92810059,1244,NA,US,US-MN,Mahnomen,3N8,,3N8
3N9,small_airport,Alamo Navajo Airport,34.3628006,-107.4960022,6460,NA,US,US-NM,Alamo,3N9,,3N9
3NA0,small_airport,Erickson Airport,47.41669846,-97.5114975,1095,NA,US,US-ND,Clifford,3NA0,,3NA0
3NA2,small_airport,Lorentzen Airport,47.30279922,-101.0670013,1790,NA,US,US-ND,Washburn,3NA2,,3NA2
3NA6,small_airport,Risovi Ranch Strip,47.77059937,-99.46179962,1560,NA,US,US-ND,Hamberg,3NA6,,3NA6
3NA7,heliport,J. R. Heliport,47.38610077,-98.71700287,1530,NA,US,US-ND,Kensal,3NA7,,3NA7
3NC0,small_airport,Clyde Valley Airport,35.69039917,-81.71230316,1100,NA,US,US-NC,Morganton,3NC0,,3NC0
3NC1,small_airport,Welborn Farm Airport,36.20539856,-80.65840149,1030,NA,US,US-NC,Boonville,3NC1,,3NC1
3NC2,heliport,Garner Road Heliport,35.732111,-78.628722,375,NA,US,US-NC,Raleigh,3NC2,,3NC2
3NC3,small_airport,Tucker Field,35.24689865,-80.40750122,645,NA,US,US-NC,Locust,3NC3,,3NC3
3NC4,small_airport,Mc Donald Field,35.05350113,-80.40899658,545,NA,US,US-NC,Marshville,3NC4,,3NC4
3NC5,small_airport,Flying Bj Airport,35.81219864,-81.06999969,1000,NA,US,US-NC,Stony Point,3NC5,,3NC5
3NC6,small_airport,Mc Cachren Field,35.3117981,-80.64420319,565,NA,US,US-NC,Harrisburg,3NC6,,3NC6
3NC7,small_airport,Maxwell Airport,36.51929855,-81.13670349,3050,NA,US,US-NC,Sparta,3NC7,,3NC7
3NC8,heliport,Chinquapin Heliport,35.15790176,-83.06704712,4200,NA,US,US-NC,Cashiers,3NC8,,3NC8
3NC9,small_airport,Womble Field,35.87509918,-79.08719635,475,NA,US,US-NC,Chapel Hill,3NC9,,3NC9
3ND5,small_airport,Gage Flying Farmer Airport,47.06110001,-97.77120209,1235,NA,US,US-ND,Oriska,3ND5,,3ND5
3NE2,small_airport,Phillips Private Airport,42.32770157,-103.1940002,4370,NA,US,US-NE,Hemingford,3NE2,,3NE2
3NE3,small_airport,Wells Airport,40.5,-99.31700134,2275,NA,US,US-NE,Holdrege,3NE3,,3NE3
3NE6,small_airport,Burkinshaw Field,42.96670151,-99.26699829,2200,NA,US,US-NE,Jamison,3NE6,,3NE6
3NE7,small_airport,Pawlet Ranch Airport,41.82910156,-102.3430023,3850,NA,US,US-NE,Lakeside,3NE7,,3NE7
3NE9,small_airport,Phelps Airport,41.04109955,-103.0680008,4400,NA,US,US-NE,Lorenzo,3NE9,,3NE9
3NH9,heliport,Longview Heliport,43.54759979,-71.22699738,560,NA,US,US-NH,Alton,3NH9,,3NH9
3NJ0,heliport,Hamilton Farm Golf Club Heliport,40.70780182,-74.68389893,308,NA,US,US-NJ,Bedminster,3NJ0,,3NJ0
3NJ1,small_airport,Pemberton Airport,39.98210144,-74.69270325,65,NA,US,US-NJ,Pemberton,3NJ1,,3NJ1
3NJ2,heliport,Educational Testing Heliport,40.34180069,-74.71630096,270,NA,US,US-NJ,Princeton,3NJ2,,3NJ2
3NJ3,heliport,Dow Jones & Co. Inc. Heliport,40.37039948,-74.58599854,76,NA,US,US-NJ,Princeton,3NJ3,,3NJ3
3NJ4,heliport,Sarnoff Princeton Heliport,40.33340073,-74.63289642,90,NA,US,US-NJ,Princeton,3NJ4,,3NJ4
3NJ5,small_airport,Mock Airport,40.53340149,-74.91629791,560,NA,US,US-NJ,Quakertown,3NJ5,,3NJ5
3NJ6,small_airport,Inductotherm Airport,40.01509857,-74.84290314,65,NA,US,US-NJ,Rancocas,3NJ6,,3NJ6
3NJ7,heliport,Pfister Helistop,40.85010147,-74.01629639,7,NA,US,US-NJ,Ridgefield,3NJ7,,3NJ7
3NJ8,heliport,Aventis Pharmaceuticals Heliport,40.62260056,-74.63269806,189,NA,US,US-NJ,Bridgewater,3NJ8,,3NJ8
3NJ9,small_airport,Allen Airstrip,39.94111252,-74.77083588,51,NA,US,US-NJ,Vincentown,3NJ9,,3NJ9
3NK0,small_airport,Mc Kinney Airport,43.2030983,-77.90249634,547,NA,US,US-NY,Brockport,3NK0,,3NK0
3NK1,heliport,Community General Hospital Heliport,41.70930099,-74.73600006,1250,NA,US,US-NY,Harris,3NK1,,3NK1
3NK2,heliport,Bassett Heliport,42.6894989,-74.92150116,1243,NA,US,US-NY,Cooperstown,3NK2,,3NK2
3NK3,heliport,Ibm East Fishkill Heliport,41.53369904,-73.83370209,322,NA,US,US-NY,Hopewell Junction,3NK3,,3NK3
3NK4,small_airport,Laska Airport,42.02780151,-79.19419861,1480,NA,US,US-NY,Jamestown,3NK4,,3NK4
3NK5,small_airport,Secret Spot Airport,44.61669922,-73.46530151,155,NA,US,US-NY,Plattsburgh,3NK5,,3NK5
3NK6,small_airport,Tuscarora Plateau Airport,42.63700104,-77.8839035,900,NA,US,US-NY,Tuscarora,3NK6,,3NK6
3NK7,heliport,B/G Heliport,42.42480087,-74.4509964,1100,NA,US,US-NY,Gilboa/Grand Gorge,3NK7,,3NK7
3NK8,small_airport,B Flat Farm Airport,42.1405983,-73.61190033,800,NA,US,US-NY,Copake,3NK8,,3NK8
3NK9,heliport,Arnot Ogden Hospital Heliport,42.10089874,-76.82550049,909,NA,US,US-NY,Elmira,3NK9,,3NK9
3NO,small_airport,North Omaha Airport,41.36830139,-96.02249908,1322,NA,US,US-NE,Omaha,3NO,,3NO
3NP,small_airport,Napoleon Airport,42.17089844,-84.25969696,963,NA,US,US-MI,Napoleon,3NP,,3NP
3NR3,small_airport,Transylvania County Airport,35.270278,-82.644167,2110,NA,US,US-NC,Brevard,3NR3,,3NR3
3NV3,heliport,Remlinger Ranch Heliport,39.25910187,-119.7549973,5090,NA,US,US-NV,New Washoe City,3NV3,,3NV3
3NY0,small_airport,The Ranch Airport,42.82730103,-74.40399933,1110,NA,US,US-NY,Charleston,3NY0,,3NY0
3NY1,heliport,Old Orchard Road Heliport,41.1147995,-73.71510315,527,NA,US,US-NY,Armonk,3NY1,,3NY1
3NY2,heliport,Astoria Heliport,40.78620148,-73.91210175,15,NA,US,US-NY,Astoria,3NY2,,3NY2
3NY3,small_airport,De Ronda Airport,42.85979843,-74.82430267,1650,NA,US,US-NY,Springfield,3NY3,,3NY3
3NY4,small_airport,Di Stefano Airpark,42.92200089,-74.62680054,500,NA,US,US-NY,Fort Plain,3NY4,,3NY4
3NY5,small_airport,Luke Airport,42.02370071,-75.95709991,1558,NA,US,US-NY,Binghamton,3NY5,,3NY5
3NY6,small_airport,Six Ponds Airport,42.84120178,-74.17870331,1125,NA,US,US-NY,Duanesburg,3NY6,,3NY6
3NY7,small_airport,Hiserts Airpark Inc Airport,42.98329926,-74.51670074,813,NA,US,US-NY,Eparatha,3NY7,,3NY7
3NY8,heliport,Suny Health Science Center Heliport,43.04199982,-76.14050293,452,NA,US,US-NY,Syracuse,3NY8,,3NY8
3NY9,small_airport,Hilltop Airport,42.66439819,-78.67310333,1385,NA,US,US-NY,Colden,3NY9,,3NY9
3O5,small_airport,Walters Municipal Airport,34.37260056,-98.40589905,1058,NA,US,US-OK,Walters,3O5,,3O5
3O8,small_airport,Harris Ranch Airport,36.2480011,-120.237999,470,NA,US,US-CA,Coalinga,3O8,,3O8
3OA8,small_airport,Valley Vista Airport,39.23759842,-83.26069641,720,NA,US,US-OH,Bainbridge,3OA8,,3OA8
3OA9,heliport,Memorial Hospital of Union County Heliport,40.22940063,-83.36779785,1001,NA,US,US-OH,Marysville,3OA9,,3OA9
3OG3,small_airport,Dillon Field Airport,42.122222,-121.791667,4092,NA,US,US-OR,Klamath Falls,3OG3,,3OG3
3OH0,small_airport,Andy Barnhart Memorial Airport,39.93090057,-84.0134964,895,NA,US,US-OH,New Carlisle,3OH0,,3OH0
3OH1,small_airport,Morningstar North Airport,39.69729996,-84.54270172,982,NA,US,US-OH,West Alexandria,3OH1,,3OH1
3OH2,heliport,Api Heliport,40.81029892,-81.62930298,1120,NA,US,US-OH,North Lawrence,3OH2,,3OH2
3OH3,small_airport,Pelz Field,39.98389816,-83.61329651,990,NA,US,US-OH,South Vienna,3OH3,,3OH3
3OH4,small_airport,Riceland Aerodrome,41.60390091,-80.58979797,1115,NA,US,US-OH,Andover,3OH4,,3OH4
3OH5,small_airport,Stub's Field,40.9673996,-81.20580292,1130,NA,US,US-OH,Alliance,3OH5,,3OH5
3OH6,small_airport,Youngpeter Airport,40.78329849,-84.36779785,815,NA,US,US-OH,Delphos,3OH6,,3OH6
3OH7,small_airport,Creager Airport,39.03010178,-84.04660034,895,NA,US,US-OH,Williamsburg,3OH7,,3OH7
3OH8,small_airport,Gnadenhutten Airport,40.3608017,-81.4233017,842,NA,US,US-OH,Gnadenhutten,3OH8,,3OH8
3OH9,small_airport,Merts Field,39.55350113,-83.85209656,1010,NA,US,US-OH,Wilmington,3OH9,,3OH9
3OI4,heliport,Valley View Heliport,41.24990082,-82.66519928,700,NA,US,US-OH,Norwalk,3OI4,,3OI4
3OI5,heliport,Welded Heliport,41.54510117,-83.64440155,635,NA,US,US-OH,Perrysburg,3OI5,,3OI5
3OI6,small_airport,Vogel Airpark,40.96120071,-82.37069702,1028,NA,US,US-OH,Savannah,3OI6,,3OI6
3OI7,heliport,Valley Asphalt Heliport,39.28590012,-84.43019867,580,NA,US,US-OH,Sharonville,3OI7,,3OI7
3OI8,heliport,St Luke's Hospital Heliport,41.55699921,-83.68240356,638,NA,US,US-OH,Maumee,3OI8,,3OI8
3OI9,heliport,V.J.S. Heliport,41.47639847,-81.46600342,1050,NA,US,US-OH,Pepper Pike,3OI9,,3OI9
3OK0,small_airport,Valley Airport,34.70500183,-96.5766983,780,NA,US,US-OK,Ada,3OK0,,3OK0
3OK1,small_airport,Okarche Airport,35.72999954,-97.96700287,1239,NA,US,US-OK,Okarche,3OK1,,3OK1
3OK2,small_airport,Hopcus Farms Airport,35.59199905,-97.32779694,1110,NA,US,US-OK,Jones,3OK2,,3OK2
3OK3,heliport,Cedar Crest Heliport,36.10509872,-95.23519897,582,NA,US,US-OK,Locust Grove,3OK3,,3OK3
3OK4,heliport,St Anthony Heliport,35.47900009,-97.51779938,1300,NA,US,US-OK,Oklahoma City,3OK4,,3OK4
3OK5,small_airport,Bearden Private Airport,34.72859955,-97.60579681,1180,NA,US,US-OK,Lindsay,3OK5,,3OK5
3OK6,heliport,Mauney Heliport,36.07839966,-95.85939789,680,NA,US,US-OK,Tulsa,3OK6,,3OK6
3OK7,small_airport,Double W Airport,36.2417984,-96.13420105,790,NA,US,US-OK,Sand Springs,3OK7,,3OK7
3OK8,small_airport,Flying G Ranch Airport,36.11669922,-96.2335968,890,NA,US,US-OK,Sand Springs,3OK8,,3OK8
3OK9,small_airport,Jazz Ranch Airport,35.321786,-97.040083,1080,NA,US,US-OK,Shawnee,3OK9,,3OK9
3OL8,small_airport,Harrison Airport,36.87789917,-95.14910126,805,NA,US,US-OK,Welch,3OL8,,3OL8
3OR0,heliport,Pge Service Center Heliport,45.49599838,-122.6480026,76,NA,US,US-OR,Portland,3OR0,,3OR0
3OR1,small_airport,Cubehole Airport,44.36460114,-122.9580002,355,NA,US,US-OR,Brownsville,3OR1,,3OR1
3OR2,small_airport,Maxwell Private Airport,45.31240082,-117.9589996,2710,NA,US,US-OR,La Grande,3OR2,,3OR2
3OR3,heliport,Hessel Tractor Heliport,45.58869934,-122.6539993,284,NA,US,US-OR,Portland,3OR3,,3OR3
3OR4,heliport,Babler Bros Inc Heliport,45.57979965,-122.6579971,50,NA,US,US-OR,Portland,3OR4,,3OR4
3OR5,heliport,Elkins Heliport,44.86009979,-123.038002,550,NA,US,US-OR,Salem,3OR5,,3OR5
3OR6,heliport,Western Div Service Center Heliport,45.45399857,-123.1549988,234,NA,US,US-OR,Progress,3OR6,,3OR6
3OR7,heliport,Trojan Heliport,46.03319931,-123.1179962,26,NA,US,US-OR,Rainier,3OR7,,3OR7
3OR8,small_airport,Cline Falls Air Park,44.28319931,-121.2689972,2920,NA,US,US-OR,Redmond,3OR8,,3OR8
3OR9,small_airport,Murphy Ranch Airport,43.95740128,-118.1320038,3465,NA,US,US-OR,Juntura,3OR9,,3OR9
3PA0,small_airport,Horst Airport,40.38339996,-76.46640015,450,NA,US,US-PA,Lebanon,3PA0,,3PA0
3PA1,small_airport,Navarro Airport,40.37229919,-75.33769989,540,NA,US,US-PA,Sellersville,3PA1,,3PA1
3PA2,small_airport,Neeb Airport,40.88059998,-75.63569641,825,NA,US,US-PA,Lehighton,3PA2,,3PA2
3PA3,small_airport,Lehman Airport,41.31669998,-76.04959869,1300,NA,US,US-PA,Lehman,3PA3,,3PA3
3PA4,small_airport,Giffin Airport,41.7779007,-76.1371994,840,NA,US,US-PA,Leraysville,3PA4,,3PA4
3PA5,heliport,Davis Family Furniture Heliport,40.31029892,-79.65499878,1000,NA,US,US-PA,Adamsburg,3PA5,,3PA5
3PA6,small_airport,Fox Hollow Airport,40.99340057,-76.90019989,540,NA,US,US-PA,Lewisburg,3PA6,,3PA6
3PA7,heliport,Nason Hospital Heliport,40.3390007,-78.3914032,1336,NA,US,US-PA,Roaring Spring,3PA7,,3PA7
3PA8,small_airport,Harris Airport,39.82040024,-75.92579651,575,NA,US,US-PA,Lincoln University,3PA8,,3PA8
3PA9,small_airport,Moyer Airport,40.29679871,-75.2480011,330,NA,US,US-PA,Line Lexington,3PA9,,3PA9
3PN0,small_airport,Schulteis Airport,39.96039963,-77.25910187,680,NA,US,US-PA,Biglerville,3PN0,,3PN0
3PN1,small_airport,Ashlawn Airport,41.62200165,-75.59629822,1511,NA,US,US-PA,Clifford,3PN1,,3PN1
3PN2,small_airport,Karlindo Airport,39.75899887,-77.34750366,530,NA,US,US-PA,Fairfield,3PN2,,3PN2
3PN3,small_airport,Countryside Airport,41.28369904,-76.03520203,1260,NA,US,US-PA,Lehman,3PN3,,3PN3
3PN4,heliport,Jameson Memorial Hospital Heliport,41.01279831,-80.35279846,945,NA,US,US-PA,New Castle,3PN4,,3PN4
3PN5,heliport,H.G.F. Heliport,40.56510162,-75.55799866,420,NA,US,US-PA,Allentown,3PN5,,3PN5
3PN6,small_airport,Gravel Run Airport,41.75009918,-80.08309937,1240,NA,US,US-PA,Cambridge Springs,3PN6,,3PN6
3PN7,small_airport,Stahl's Mountain Airport,41.7478981,-75.49739838,1950,NA,US,US-PA,Union Dale,3PN7,,3PN7
3PN8,heliport,Wyeth Pharmaceuticals Heliport,40.15869904,-75.46340179,186,NA,US,US-PA,Collegeville,3PN8,,3PN8
3PN9,small_airport,Phil Cain Memorial Field,40.44179916,-79.55010223,1210,NA,US,US-PA,Export,3PN9,,3PN9
3PS0,heliport,Chester County Hospital Heliport,39.97069931,-75.60379791,460,NA,US,US-PA,West Chester,3PS0,,3PS0
3PS1,heliport,Pitcairn Heliport,40.12590027,-75.07879639,190,NA,US,US-PA,Bryn Athyn,3PS1,,3PS1
3PS2,heliport,Chestnut Street Garage Heliport,40.25839996,-76.87969971,385,NA,US,US-PA,Harrisburg,3PS2,,3PS2
3PS3,heliport,Richard L Miller Heliport,40.3893013,-76.31079865,590,NA,US,US-PA,Myerstown,3PS3,,3PS3
3PS4,small_airport,Mountain Hide-Away Airport,40.72359848,-77.98739624,1604,NA,US,US-PA,Millcreek,3PS4,,3PS4
3PS5,heliport,Shamokin Hospital Heliport,40.80540085,-76.56999969,720,NA,US,US-PA,Shamokin,3PS5,,3PS5
3PS6,heliport,Divine Providence Hospital Heliport,41.26010132,-76.98329926,581,NA,US,US-PA,Williamsport,3PS6,,3PS6
3PS7,heliport,Coxton Lake Heliport,41.85810089,-75.44889832,2110,NA,US,US-PA,Lakewood,3PS7,,3PS7
3PS8,small_airport,Yingst Airport,40.39580154,-76.7457962,701,NA,US,US-PA,Harrisburg,3PS8,,3PS8
3PS9,small_airport,Risker Field,40.3783989,-80.34950256,1100,NA,US,US-PA,Bulger,3PS9,,3PS9
3Q0,small_airport,Mina Airport,38.38330078,-118.1009979,4552,NA,US,US-NV,Mina,3Q0,,3Q0
3R8,small_airport,Scottsburg Airport,38.65729904,-85.79019928,600,NA,US,US-IN,Scottsburg,3R8,,3R8
3RU,small_airport,Rust Airstrip,33.33259964,-84.40190125,810,NA,US,US-GA,Woolsey,3RU,,3RU
3S2,small_airport,Swans Field,44.51409912,-70.40679932,400,NA,US,US-ME,Dixfield,3S2,,3S2
3S5,small_airport,Schiffer Acres Airport,43.03590012,-84.43389893,735,NA,US,US-MI,St Johns,3S5,,3S5
3S6,small_airport,Toketee State Airport,43.2234993,-122.4209976,3361,NA,US,US-OR,Clearwater,3S6,,3S6
3S7,small_airport,Nehalem Bay State Airport,45.69820023,-123.9300003,22,NA,US,US-OR,Manzanita,3S7,,3S7
3SC2,small_airport,Yahu Field,33.601944,-80.306111,140,NA,US,US-SC,Summerton,3SC2,,3SC2
3SC3,heliport,Carolina Pines Regional Medical Center Heliport,34.34939957,-80.103302,228,NA,US,US-SC,Hartsville,3SC3,,3SC3
3SC4,small_airport,Crooked Fence Farm Airport,34.77360153,-81.98639679,645,NA,US,US-SC,Woodruff,3SC4,,3SC4
3SC7,small_airport,Jordan Airport,33.53969955,-79.5318985,35,NA,US,US-SC,Andrews,3SC7,,3SC7
3SD3,small_airport,Brown Field,43.8117981,-102.7200012,2780,NA,US,US-SD,Scenic,3SD3,,3SD3
3SD4,small_airport,Chris Hofer Landing Strip,43.46559906,-96.86329651,1491,NA,US,US-SD,Tea,3SD4,,3SD4
3SD5,heliport,Dilligaf Heliport,44.22740173,-103.7789993,6020,NA,US,US-SD,Lead,3SD5,,3SD5
3SD6,small_airport,Running Colors Airport,44.20220184,-103.0790024,2920,NA,US,US-SD,Rapid City,3SD6,,3SD6
3T0,small_airport,Cedar Mills Airport,33.83929825,-96.81009674,640,NA,US,US-TX,Gordonville,3T0,,3T0
3T2,small_airport,Wolfe Air Park,29.47999954,-95.32720184,55,NA,US,US-TX,Manvel,3T2,,3T2
3T4,small_airport,Tetlin Airport,63.125,-142.5180054,1663,NA,US,US-AK,Tetlin,3T4,,3T4
3T6,small_airport,Clark Airport,33.13349915,-97.29669952,705,NA,US,US-TX,Justin,3T6,,3T6
3T7,small_airport,Middle Bass Island Airport,41.68510056,-82.80490112,580,NA,US,US-OH,Middle Bass Island,3T7,,3T7
3T8,small_airport,Wildcat Canyon Airport,31.67880058,-97.3628006,660,NA,US,US-TX,China Spring,3T8,,3T8
3TA,small_airport,Stafford Municipal Airport,37.95830154,-98.65039825,1886,NA,US,US-KS,Stafford,3TA,,3TA
3TA0,small_airport,Four Square Ranch Airport,30.09690094,-100.4049988,2250,NA,US,US-TX,Rocksprings,3TA0,,3TA0
3TA1,small_airport,Diamond K Ranch Airport,30.03660011,-98.69750214,1600,NA,US,US-TX,Comfort,3TA1,,3TA1
3TA2,small_airport,Clark Sky Ranch Airport,29.73660088,-96.06410217,145,NA,US,US-TX,Sealy,3TA2,,3TA2
3TA3,heliport,Baltzell's Las Brisas Heliport,29.5883007,-98.94609833,1165,NA,US,US-TX,Bandera,3TA3,,3TA3
3TA4,small_airport,Tin Top Ranch Airport,31.48579979,-98.97609711,1300,NA,US,US-TX,Brownwood,3TA4,,3TA4
3TA5,small_airport,Blanco Landing Airport,30.122467,-98.374783,1460,NA,US,US-TX,Blanco,3TA5,,3TA5
3TA6,small_airport,Spring Ranch Airport,29.54190063,-100.2529984,1440,NA,US,US-TX,Brackettville,3TA6,,3TA6
3TA7,small_airport,Jim Sears Airport,33.14369965,-97.80449677,900,NA,US,US-TX,Bridgeport,3TA7,,3TA7
3TA8,small_airport,Picosa Ranch Airport,28.71969986,-100.0550003,600,NA,US,US-TX,Crystal City,3TA8,,3TA8
3TA9,small_airport,Chacon Creek Ranch Airport,28.70859909,-100.0070038,595,NA,US,US-TX,Crystal City,3TA9,,3TA9
3TE,small_airport,Meyers-Diver's Airport,42.02510071,-83.93920135,815,NA,US,US-MI,Tecumseh,3TE,,3TE
3TE0,small_airport,K Ranch Airport,30.73159981,-96.13110352,285,NA,US,US-TX,Iola,3TE0,,3TE0
3TE1,small_airport,Gum Island Airport,29.95159912,-94.90440369,53,NA,US,US-TX,Dayton,3TE1,,3TE1
3TE2,heliport,Texas Commerce Bank Building Heliport,29.75880051,-95.36380005,458,NA,US,US-TX,Houston,3TE2,,3TE2
3TE3,small_airport,Big Bend Ranch State Park Airport,29.46960068,-103.9369965,4250,NA,US,US-TX,Presidio,3TE3,,3TE3
3TE4,small_airport,Hot Springs Airport,30.00880051,-104.6650009,3071,NA,US,US-TX,Ruidosa,3TE4,,3TE4
3TE5,small_airport,Stamps Field,35.33060074,-101.3850021,3445,NA,US,US-TX,Panhandle,3TE5,,3TE5
3TE6,small_airport,Skellytown Airport,35.56999969,-101.1689987,3280,NA,US,US-TX,Skellytown,3TE6,,3TE6
3TE7,small_airport,Mills Ranch Airport,30.24189949,-101.4169998,1965,NA,US,US-TX,Pandale,3TE7,,3TE7
3TE8,small_airport,Terlingua Airport,29.31940079,-103.5839996,2717,NA,US,US-TX,Terlingua /Alpine/,3TE8,,3TE8
3TE9,small_airport,Pinoak Airport,30.10580063,-94.95880127,91,NA,US,US-TX,Dayton,3TE9,,3TE9
3TN0,small_airport,Indian Springs Airport,36.535,-82.423889,1580,NA,US,US-TN,Kingsport,3TN0,,3TN0
3TN1,heliport,Methodist Hospital-North Heliport,35.23400116,-89.89289856,346,NA,US,US-TN,Memphis,3TN1,,3TN1
3TN2,seaplane_base,Merian Seaplane Base,35.82170105,-84.61100006,740,NA,US,US-TN,Kingston,3TN2,,3TN2
3TN3,small_airport,Wayne's World Airport,36.26330185,-88.75720215,440,NA,US,US-TN,Dresden,3TN3,,3TN3
3TN4,small_airport,Kenner Farm Airport,35.88090134,-83.72709656,940,NA,US,US-TN,Seymour,3TN4,,3TN4
3TN5,heliport,Wellmont Holston Valley Medical Center Heliport,36.55360031,-82.55329895,1270,NA,US,US-TN,Kingsport,3TN5,,3TN5
3TN6,small_airport,Wilson Field,35.09680176,-89.2806015,435,NA,US,US-TN,Memphis,3TN6,,3TN6
3TN7,heliport,Pigeon Forge Heliport,35.72430038,-83.63929749,1400,NA,US,US-TN,Pigeon Forge,3TN7,,3TN7
3TN8,small_airport,Massingale Airport,35.76399994,-84.18740082,840,NA,US,US-TN,Lenoir City,3TN8,,3TN8
3TN9,small_airport,Holenthawall Airport,36.61330032,-86.81030273,645,NA,US,US-TN,Springfield,3TN9,,3TN9
3TS0,small_airport,East Side Airport,32.50849915,-94.70020294,373,NA,US,US-TX,Longview,3TS0,,3TS0
3TS1,small_airport,White Wings Airport,30.01140022,-98.04049683,1083,NA,US,US-TX,Wimberley,3TS1,,3TS1
3TS2,heliport,West Hospital Authority Heliport,31.81640053,-97.09279633,650,NA,US,US-TX,West,3TS2,,3TS2
3TS3,small_airport,J-D Ranch Airport,29.37470055,-95.29049683,34,NA,US,US-TX,Alvin,3TS3,,3TS3
3TS4,heliport,Intermedics Heliport,29.20330048,-95.43740082,34,NA,US,US-TX,Angleton,3TS4,,3TS4
3TS5,small_airport,Purdy-Nielsen Memorial Airpark,29.47109985,-95.88629913,105,NA,US,US-TX,Beasley,3TS5,,3TS5
3TS6,heliport,Lawrence Administrative Services Inc Heliport,30.34519958,-95.47769928,252,NA,US,US-TX,Conroe,3TS6,,3TS6
3TS7,small_airport,Pavlat Airport,30.02109909,-94.94599915,70,NA,US,US-TX,Dayton,3TS7,,3TS7
3TS8,heliport,Dailey Inc Heliport,29.7894001,-95.27739716,25,NA,US,US-TX,Houston,3TS8,,3TS8
3TS9,small_airport,Oak Glen Ranch Airport,33.37929916,-95.60359955,430,NA,US,US-TX,Cooper,3TS9,,3TS9
3TX0,heliport,Texas Department of Public Safety Heliport,27.74110031,-97.43499756,37,NA,US,US-TX,Corpus Christi,3TX0,,3TX0
3TX1,small_airport,Paradise Point Airport,32.09170151,-95.44470215,345,NA,US,US-TX,Berryville,3TX1,,3TX1
3TX2,small_airport,Flying S Farm Airport,33.08069992,-97.34889984,780,NA,US,US-TX,Justin,3TX2,,3TX2
3TX3,small_airport,Sitton Field,33.11959839,-97.31970215,682,NA,US,US-TX,Justin,3TX3,,3TX3
3TX4,small_airport,Willow Run Airport,33.09460068,-97.38030243,820,NA,US,US-TX,Justin,3TX4,,3TX4
3TX5,small_airport,Mc Creless Farm Airport,29.37109947,-98.23169708,600,NA,US,US-TX,Adkins,3TX5,,3TX5
3TX6,small_airport,Lowell Smith Jr Airport,32.233481,-97.380849,740,NA,US,US-TX,Rio Vista,3TX6,,3TX6
3TX7,small_airport,Flying P Airport,33.14080048,-97.37110138,805,NA,US,US-TX,Justin,3TX7,,3TX7
